Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Exchange
LINU,LiNiu Technology Group,0.3494,$26.18M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
LBIO,"Lion Biotechnologies, Inc.",6.2,$386.58M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
LPCN,Lipocine Inc.,3.64,$70.13M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
LQDT,"Liquidity Services, Inc.",6.45,$203.08M,2006,Miscellaneous,Business Services,NASDAQ
LFUS,"Littelfuse, Inc.",165.25,$3.75B,n/a,Consumer Durables,Electrical Products,NASDAQ
LIVN,LivaNova PLC,57.67,$2.78B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
LOB,"Live Oak Bancshares, Inc.",24.7,$854.8M,2015,Finance,Major Banks,NASDAQ
LIVE,Live Ventures Incorporated,10,$20.58M,n/a,Technology,EDP Services,NASDAQ
LPSN,"LivePerson, Inc.",10.55,$616.59M,2000,Technology,Computer Software: Prepackaged Software,NASDAQ
LKQ,LKQ Corporation,32.34,$9.97B,n/a,Consumer Services,Motor Vehicles,NASDAQ
LMFA,"LM Funding America, Inc.",4.27,$14.09M,2015,Finance,Finance: Consumer Services,NASDAQ
LMFAW,"LM Funding America, Inc.",0.1201,n/a,2015,Finance,Finance: Consumer Services,NASDAQ
LMIA,"LMI Aerospace, Inc.",13.94,$190.9M,1998,Capital Goods,Military/Government/Technical,NASDAQ
LOGI,Logitech International S.A.,37.08,$6.07B,1997,Technology,Computer peripheral equipment,NASDAQ
LOGM,"LogMein, Inc.",111.9,$5.9B,2009,n/a,n/a,NASDAQ
EVAR,"Lombard Medical, Inc.",0.451,$12.61M,2014,Health Care,Medical/Dental Instruments,NASDAQ
CNCR,Loncar Cancer Immunotherapy ETF,21.82,n/a,n/a,n/a,n/a,NASDAQ
LONE,Lonestar Resources US Inc.,4.34,$94.72M,n/a,Energy,Oil & Gas Production,NASDAQ
LTEA,Long Island Iced Tea Corp.,5.07,$42.5M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ
LORL,"Loral Space and Communications, Inc.",41.8,$1.29B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
LOXO,"Loxo Oncology, Inc.",70.108,$1.83B,2014,Health Care,Major Pharmaceuticals,NASDAQ
LPLA,LPL Financial Holdings Inc.,39.57,$3.57B,2010,Finance,Investment Bankers/Brokers/Service,NASDAQ
LRAD,LRAD Corporation,1.65,$52.47M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,NASDAQ
LYTS,LSI Industries Inc.,8.86,$225.04M,1985,Consumer Durables,Building Products,NASDAQ
LULU,lululemon athletica inc.,52.89,$7.23B,2007,Consumer Non-Durables,Apparel,NASDAQ
LITE,Lumentum Holdings Inc.,57.75,$3.53B,n/a,Consumer Durables,Telecommunications Equipment,NASDAQ
LMNX,Luminex Corporation,20.75,$911.47M,2000,Health Care,Medical/Dental Instruments,NASDAQ
LMOS,Lumos Networks Corp.,17.895,$428.48M,n/a,Public Utilities,Telecommunications Equipment,NASDAQ
LUNA,Luna Innovations Incorporated,1.48,$41.42M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
MBTF,M B T Financial Corp,10.5,$240.09M,n/a,Finance,Major Banks,NASDAQ
MACQ,"M I Acquisitions, Inc.",10.03,$70.8M,2016,Finance,Business Services,NASDAQ
MACQU,"M I Acquisitions, Inc.",10.23,n/a,2016,n/a,n/a,NASDAQ
MACQW,"M I Acquisitions, Inc.",0.35,n/a,2016,Finance,Business Services,NASDAQ
MIII,M III Acquisition Corp.,9.79,$188.07M,2016,Finance,Business Services,NASDAQ
MIIIU,M III Acquisition Corp.,10.24,n/a,2016,Finance,Business Services,NASDAQ
MIIIW,M III Acquisition Corp.,0.45,n/a,2016,Finance,Business Services,NASDAQ
MBVX,"MabVax Therapeutics Holdings, Inc.",1.66,$14.46M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
MCBC,Macatawa Bank Corporation,9.46,$321.12M,n/a,Finance,Major Banks,NASDAQ
MFNC,Mackinac Financial Corporation,14.02,$88.25M,n/a,Finance,Major Banks,NASDAQ
MTSI,"MACOM Technology Solutions Holdings, Inc.",58.2,$3.71B,2012,Technology,Semiconductors,NASDAQ
MGNX,"MacroGenics, Inc.",20.08,$725.14M,2013,Health Care,Major Pharmaceuticals,NASDAQ
MDGL,"Madrigal Pharmaceuticals, Inc.",15.67,$190.66M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
MAGS,Magal Security Systems Ltd.,4.92,$112.93M,1993,Consumer Durables,Telecommunications Equipment,NASDAQ
MGLN,"Magellan Health, Inc.",69.675,$1.65B,n/a,Health Care,Hospital/Nursing Management,NASDAQ
MGIC,Magic Software Enterprises Ltd.,7.9,$351.44M,1991,Technology,Computer Software: Prepackaged Software,NASDAQ
CALL,magicJack VocalTec Ltd,7.7,$123.52M,n/a,Public Utilities,Telecommunications Equipment,NASDAQ
MNGA,MagneGas Corporation,1.94,$11.56M,n/a,Technology,Industrial Machinery/Components,NASDAQ
MGYR,"Magyar Bancorp, Inc.",12.8417,$74.75M,n/a,Finance,Savings Institutions,NASDAQ
MHLD,"Maiden Holdings, Ltd.",10.575,$915.3M,n/a,Finance,Property-Casualty Insurers,NASDAQ
MSFG,"MainSource Financial Group, Inc.",32.71,$835.68M,n/a,Finance,Major Banks,NASDAQ
MMYT,MakeMyTrip Limited,31,$1.63B,2010,Consumer Services,Transportation Services,NASDAQ
MBUU,"Malibu Boats, Inc.",24,$430.34M,2014,Capital Goods,Marine Transportation,NASDAQ
MLVF,"Malvern Bancorp, Inc.",21.9,$143.94M,n/a,Finance,Banks,NASDAQ
MAMS,"MAM Software Group, Inc.",6.16,$75.58M,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
TUSK,"Mammoth Energy Services, Inc.",18.5,$693.75M,2016,Energy,Oilfield Services/Equipment,NASDAQ
MANH,"Manhattan Associates, Inc.",47.045,$3.27B,1998,Technology,Computer Software: Prepackaged Software,NASDAQ
LOAN,"Manhattan Bridge Capital, Inc",5,$40.59M,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
MNTX,"Manitex International, Inc.",6.96,$115.2M,n/a,Technology,Industrial Machinery/Components,NASDAQ
MTEX,"Mannatech, Incorporated",14.95,$40.53M,n/a,Consumer Durables,Specialty Chemicals,NASDAQ
MNKD,MannKind Corporation,1.58,$159.59M,2004,Health Care,Major Pharmaceuticals,NASDAQ
MANT,ManTech International Corporation,39.91,$1.55B,2002,Consumer Services,Other Consumer Services,NASDAQ
MAPI,Mapi - Pharma Ltd.,n/a,n/a,n/a,n/a,n/a,NASDAQ
MARA,"Marathon Patent Group, Inc.",0.22,$5.12M,n/a,Miscellaneous,Multi-Sector Companies,NASDAQ
MCHX,"Marchex, Inc.",2.93,$126.65M,2004,Miscellaneous,Business Services,NASDAQ
MARPS,Marine Petroleum Trust,3.42,$6.84M,n/a,Energy,Oil & Gas Production,NASDAQ
MRNS,"Marinus Pharmaceuticals, Inc.",1.27,$28.47M,2014,Health Care,Major Pharmaceuticals,NASDAQ
MKTX,"MarketAxess Holdings, Inc.",190.4001,$7.15B,2004,Finance,Investment Bankers/Brokers/Service,NASDAQ
MRLN,Marlin Business Services Corp.,25.2,$316.57M,2003,Finance,Major Banks,NASDAQ
MAR,Marriott International,108.16,$40.98B,n/a,Consumer Services,Hotels/Resorts,NASDAQ
MBII,"Marrone Bio Innovations, Inc.",1.01,$31.66M,2013,Basic Industries,Agricultural Chemicals,NASDAQ
MRTN,"Marten Transport, Ltd.",25.525,$834.36M,1986,Transportation,Trucking Freight/Courier Services,NASDAQ
MMLP,Martin Midstream Partners L.P.,18.25,$701.75M,2002,Energy,Oil Refining/Marketing,NASDAQ
MRVL,Marvell Technology Group Ltd.,17.53,$8.79B,2000,Technology,Semiconductors,NASDAQ
MASI,Masimo Corporation,90.86,$4.68B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
MTCH,"Match Group, Inc.",19.16,$4.95B,2015,Technology,"Computer Software: Programming, Data Processing",NASDAQ
MTLS,Materialise NV,13.97,$661.14M,2014,Technology,Computer Software: Prepackaged Software,NASDAQ
MPAC,Matlin & Partners Acquisition Corporation,9.6849,$393.45M,2017,Finance,Business Services,NASDAQ
MPACU,Matlin & Partners Acquisition Corporation,10.08,n/a,2017,Finance,Business Services,NASDAQ
MPACW,Matlin & Partners Acquisition Corporation,0.43,n/a,2017,Finance,Business Services,NASDAQ
MTRX,Matrix Service Company,8.35,$232.87M,1990,Basic Industries,Engineering & Construction,NASDAQ
MAT,"Mattel, Inc.",22.81,$7.81B,n/a,Consumer Non-Durables,Recreational Products/Toys,NASDAQ
MATR,Mattersight Corporation,2.6,$84.98M,n/a,Technology,EDP Services,NASDAQ
MATW,Matthews International Corporation,65.7,$2.12B,1994,Capital Goods,Metal Fabrications,NASDAQ
MXIM,"Maxim Integrated Products, Inc.",48.51,$13.71B,1988,Technology,Semiconductors,NASDAQ
MXPT,"MaxPoint Interactive, Inc.",7.1,$47.9M,n/a,Consumer Services,Advertising,NASDAQ
MXWL,"Maxwell Technologies, Inc.",5.81,$213.21M,n/a,Miscellaneous,Industrial Machinery/Components,NASDAQ
MZOR,Mazor Robotics Ltd.,39.22,$943.1M,n/a,Health Care,Medical/Dental Instruments,NASDAQ
MBFI,MB Financial Inc.,41.77,$3.5B,n/a,Finance,Major Banks,NASDAQ
MBFIP,MB Financial Inc.,26.135,$104.54M,n/a,Finance,Major Banks,NASDAQ
MCFT,"MCBC Holdings, Inc.",18.8,$350.4M,2015,Capital Goods,Marine Transportation,NASDAQ
MGRC,McGrath RentCorp,33.26,$797.63M,1984,Technology,Diversified Commercial Services,NASDAQ
MDCA,MDC Partners Inc.,8.4,$419.45M,n/a,Technology,Advertising,NASDAQ
MFIN,Medallion Financial Corp.,2.54,$61.67M,n/a,Finance,Finance: Consumer Services,NASDAQ
MFINL,Medallion Financial Corp.,22.77,n/a,n/a,Finance,Finance: Consumer Services,NASDAQ
MTBC,"Medical Transcription Billing, Corp.",1.839,$21.13M,2014,Technology,Computer Software: Prepackaged Software,NASDAQ
MTBCP,"Medical Transcription Billing, Corp.",25.337,$7.47M,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
MNOV,"MediciNova, Inc.",5.92,$204.48M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
MDSO,"Medidata Solutions, Inc.",73.28,$4.28B,2009,Technology,Computer Software: Prepackaged Software,NASDAQ
MDGS,Medigus Ltd.,2.39,$4.76M,n/a,Health Care,Medical/Dental Instruments,NASDAQ
MDWD,MediWound Ltd.,6.55,$143.64M,2014,Consumer Durables,Specialty Chemicals,NASDAQ
MDVX,Medovex Corp.,0.88,$16.71M,2015,Health Care,Medical/Dental Instruments,NASDAQ
MDVXW,Medovex Corp.,0.17,n/a,2015,Health Care,Medical/Dental Instruments,NASDAQ
MEDP,"Medpace Holdings, Inc.",27.91,$1.14B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
MEIP,"MEI Pharma, Inc.",2.05,$75.38M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
MLCO,Melco Resorts & Entertainment Limited,22.52,$11.08B,n/a,Consumer Services,Hotels/Resorts,NASDAQ
MLNX,"Mellanox Technologies, Ltd.",47.65,$2.37B,2007,Technology,Semiconductors,NASDAQ
MELR,"Melrose Bancorp, Inc.",17.05,$44.37M,2014,Finance,Major Banks,NASDAQ
MTSL,MER Telemanagement Solutions Ltd.,0.505,$4.42M,1997,Public Utilities,Telecommunications Equipment,NASDAQ
MELI,"MercadoLibre, Inc.",278.98,$12.32B,2007,Miscellaneous,Business Services,NASDAQ
MBWM,Mercantile Bank Corporation,31.22,$514.07M,1998,Finance,Major Banks,NASDAQ
MERC,Mercer International Inc.,11.5,$747.2M,n/a,Basic Industries,Paper,NASDAQ
MRCY,Mercury Systems Inc,39.09,$1.88B,1998,Capital Goods,Electrical Products,NASDAQ
EBSB,"Meridian Bancorp, Inc.",16.35,$877M,n/a,Finance,Major Banks,NASDAQ
VIVO,Meridian Bioscience Inc.,14.15,$597.17M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
MRDN,"Meridian Waste Solutions, Inc",3.14,$23.05M,n/a,Basic Industries,Miscellaneous,NASDAQ
MRDNW,"Meridian Waste Solutions, Inc",0.5498,n/a,n/a,Basic Industries,Miscellaneous,NASDAQ
MMSI,"Merit Medical Systems, Inc.",36.2,$1.81B,n/a,Health Care,Medical/Dental Instruments,NASDAQ
MACK,"Merrimack Pharmaceuticals, Inc.",1.44,$190.7M,2012,Health Care,Major Pharmaceuticals,NASDAQ
MSLI,Merus Labs International Inc.,1.2,$140.83M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
MRUS,Merus N.V.,18.18,$352.55M,2016,Health Care,Major Pharmaceuticals,NASDAQ
MLAB,"Mesa Laboratories, Inc.",166.64,$616.69M,n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
MESO,Mesoblast Limited,8.07,$690.71M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CASH,"Meta Financial Group, Inc.",87.575,$818.83M,1993,Finance,Savings Institutions,NASDAQ
MEOH,Methanex Corporation,40.65,$3.59B,n/a,Basic Industries,Major Chemicals,NASDAQ
MGCD,MGC Diagnostics Corporation,7.5,$32.91M,n/a,Health Care,Medical/Dental Instruments,NASDAQ
MGEE,MGE Energy Inc.,66.45,$2.3B,n/a,Energy,Electric Utilities: Central,NASDAQ
MGPI,"MGP Ingredients, Inc.",48.71,$813.94M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ
MBOT,Microbot Medical Inc. ,2.54,$71M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
MCHP,Microchip Technology Incorporated,84.52,$19.39B,1993,Technology,Semiconductors,NASDAQ
MU,"Micron Technology, Inc.",31.2,$34.52B,n/a,Technology,Semiconductors,NASDAQ
MICT,"Micronet Enertec Technologies, Inc.",1.145,$7.81M,n/a,Capital Goods,Electrical Products,NASDAQ
MICTW,"Micronet Enertec Technologies, Inc.",0.26,n/a,n/a,Capital Goods,Electrical Products,NASDAQ
MSCC,Microsemi Corporation,50.115,$5.79B,n/a,Technology,Semiconductors,NASDAQ
MSFT,Microsoft Corporation,72.29,$558.12B,1986,Technology,Computer Software: Prepackaged Software,NASDAQ
MSTR,MicroStrategy Incorporated,184.02,$2.11B,1998,Technology,Computer Software: Prepackaged Software,NASDAQ
MVIS,"Microvision, Inc.",2.03,$138.29M,1996,Capital Goods,Industrial Machinery/Components,NASDAQ
MPB,Mid Penn Bancorp,26.2,$110.94M,n/a,Finance,Major Banks,NASDAQ
MTP,Midatech Pharma PLC,2.7235,$66.32M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
MCEP,"Mid-Con Energy Partners, LP",1.85,$55.4M,2011,Energy,Oil & Gas Production,NASDAQ
MBCN,Middlefield Banc Corp.,53.7,$172.1M,n/a,Finance,Major Banks,NASDAQ
MSEX,Middlesex Water Company,35.92,$585.63M,n/a,Public Utilities,Water Supply,NASDAQ
MSBI,"Midland States Bancorp, Inc.",35.245,$556.48M,2016,Finance,Major Banks,NASDAQ
MOFG,"MidWestOne Financial Group, Inc.",34.62,$422.74M,n/a,Finance,Major Banks,NASDAQ
MIME,Mimecast Limited,28.84,$1.61B,2015,Technology,Computer Software: Prepackaged Software,NASDAQ
MDXG,"MiMedx Group, Inc",14.575,$1.62B,n/a,Health Care,Medical/Dental Instruments,NASDAQ
MNDO,MIND C.T.I. Ltd.,2.5154,$48.53M,n/a,Technology,EDP Services,NASDAQ
MB,"MINDBODY, Inc.",28.2,$1.16B,2015,Technology,EDP Services,NASDAQ
NERV,"Minerva Neurosciences, Inc",9.5,$348.7M,2014,Health Care,Major Pharmaceuticals,NASDAQ
MGEN,"Miragen Therapeutics, Inc.",9.78,$209.31M,2014,Health Care,Medical Specialities,NASDAQ
MRTX,"Mirati Therapeutics, Inc.",2.975,$74.2M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
MIRN,"Mirna Therapeutics, Inc.",1.52,$31.7M,2015,Health Care,Major Pharmaceuticals,NASDAQ
MSON,"MISONIX, Inc.",10.4,$93.84M,1992,Capital Goods,Medical Specialities,NASDAQ
MIND,"Mitcham Industries, Inc.",3.81,$46.06M,1994,Technology,Diversified Commercial Services,NASDAQ
MINDP,"Mitcham Industries, Inc.",23.3,n/a,n/a,Technology,Diversified Commercial Services,NASDAQ
MITK,"Mitek Systems, Inc.",8.175,$272.82M,n/a,Technology,Computer peripheral equipment,NASDAQ
MITL,Mitel Networks Corporation,7.15,$877.46M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
MKSI,"MKS Instruments, Inc.",84.35,$4.56B,1999,Capital Goods,Industrial Machinery/Components,NASDAQ
MMAC,"MMA Capital Management, LLC",23.2501,$137.14M,n/a,Finance,Real Estate,NASDAQ
MINI,"Mobile Mini, Inc.",28.75,$1.27B,1994,Capital Goods,Metal Fabrications,NASDAQ
MOBL,"MobileIron, Inc.",5.525,$509.3M,2014,Technology,Computer Software: Prepackaged Software,NASDAQ
MOCO,"MOCON, Inc.",30,$176.89M,n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
MMDMU,Modern Media Acquisition Corp.,10.15,n/a,2017,Finance,Business Services,NASDAQ
MLNK,"ModusLink Global Solutions, Inc",1.72,$95.55M,n/a,Miscellaneous,Business Services,NASDAQ
MBRX,"Moleculin Biotech, Inc.",0.82,$14.56M,2016,Health Care,Major Pharmaceuticals,NASDAQ
MNTA,"Momenta Pharmaceuticals, Inc.",14.95,$1.11B,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
MOMO,Momo Inc.,40.08,$7.9B,2014,Technology,Computer Software: Prepackaged Software,NASDAQ
MCRI,"Monarch Casino & Resort, Inc.",30.8397,$539.84M,1993,Consumer Services,Hotels/Resorts,NASDAQ
MDLZ,"Mondelez International, Inc.",47,$71.31B,n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
MGI,"Moneygram International, Inc.",17.545,$947.83M,n/a,Miscellaneous,Business Services,NASDAQ
MPWR,"Monolithic Power Systems, Inc.",101.01,$4.17B,2004,Technology,Semiconductors,NASDAQ
TYPE,Monotype Imaging Holdings Inc.,19.575,$819.13M,2007,Technology,EDP Services,NASDAQ
MNRO,"Monro Muffler Brake, Inc.",49.15,$1.61B,1991,Consumer Services,Automotive Aftermarket,NASDAQ
MRCC,Monroe Capital Corporation,15.84,$264.88M,2012,n/a,n/a,NASDAQ
MNST,Monster Beverage Corporation,51.11,$29.02B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ
MSDI,"Monster Digital, Inc.",0.565,$4.74M,2016,Technology,Electronic Components,NASDAQ
MSDIW,"Monster Digital, Inc.",0.0603,n/a,2016,Technology,Electronic Components,NASDAQ
MORN,"Morningstar, Inc.",74.32,$3.19B,2005,Finance,Investment Managers,NASDAQ
MOSY,"MoSys, Inc.",0.611,$4.08M,2001,Technology,Semiconductors,NASDAQ
MOTA,"Mota Group, Inc.",n/a,n/a,n/a,n/a,n/a,NASDAQ
MOTAW,"Mota Group, Inc.",n/a,n/a,n/a,n/a,n/a,NASDAQ
MTFB,Motif Bio plc,8.85,$86.68M,2016,Health Care,Major Pharmaceuticals,NASDAQ
MTFBW,Motif Bio plc,2.05,n/a,2016,Health Care,Major Pharmaceuticals,NASDAQ
MPAA,"Motorcar Parts of America, Inc.",29.5,$551.65M,n/a,Capital Goods,Auto Parts:O.E.M.,NASDAQ
MPVD,Mountain Province Diamonds Inc.,3.05,$488.53M,n/a,Basic Industries,Precious Metals,NASDAQ
MOXC,"Moxian, Inc.",3.4592,$231.79M,n/a,Technology,"Computer Software: Programming, Data Processing",NASDAQ
MRIC,MRI Interventions Inc,2.57,n/a,n/a,n/a,n/a,NASDAQ
MRVC,"MRV Communications, Inc.",8.5,$57.8M,1992,Technology,Semiconductors,NASDAQ
MSBF,MSB Financial Corp.,18,$103.13M,n/a,Finance,Savings Institutions,NASDAQ
MSG,MSG Networks Inc.,197.08,$4.64B,2015,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
MTGE,MTGE Investment Corp.,18.55,$849.55M,2011,Consumer Services,Real Estate Investment Trusts,NASDAQ
MTGEP,MTGE Investment Corp.,25.9816,$51.96M,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
MTSC,MTS Systems Corporation,52.3,$875.59M,n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
LABL,Multi-Color Corporation,86.35,$1.46B,1987,Miscellaneous,Publishing,NASDAQ
MFSF,MutualFirst Financial Inc.,35.05,$257.42M,n/a,Finance,Major Banks,NASDAQ
MYSZ,"My Size, Inc.",1.342,$23.63M,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
MYL,Mylan N.V.,38.65,$20.72B,n/a,Health Care,Major Pharmaceuticals,NASDAQ
MYOK,"MyoKardia, Inc.",12.875,$404.99M,2015,Health Care,Major Pharmaceuticals,NASDAQ
MYOS,MYOS RENS Technology Inc.,2.08,$12.16M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
MYRG,"MYR Group, Inc.",29.43,$484.84M,n/a,Basic Industries,Water Supply,NASDAQ
MYGN,"Myriad Genetics, Inc.",21.13,$1.44B,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
NBRV,Nabriva Therapeutics AG,9.73,$264.76M,2015,Health Care,Major Pharmaceuticals,NASDAQ
NAKD,Naked Brand Group Inc.,1.69,$17.48M,n/a,Consumer Non-Durables,Apparel,NASDAQ
NNDM,Nano Dimension Ltd.,6.41,$63.77M,n/a,Technology,Electrical Products,NASDAQ
NANO,Nanometrics Incorporated,27.97,$706.29M,1984,Capital Goods,Industrial Machinery/Components,NASDAQ
NSTG,"NanoString Technologies, Inc.",16.97,$368.09M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
NH,"NantHealth, Inc.",3.19,$388.12M,2016,Technology,EDP Services,NASDAQ
NK,"NantKwest, Inc.",4,$328.62M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
NSSC,"NAPCO Security Technologies, Inc.",9.975,$187.98M,n/a,Consumer Durables,Telecommunications Equipment,NASDAQ
NDAQ,"Nasdaq, Inc.",67.88,$11.21B,n/a,Finance,Investment Bankers/Brokers/Service,NASDAQ
NTRA,"Natera, Inc.",10.47,$553.68M,2015,Health Care,Medical Specialities,NASDAQ
NATH,"Nathan&#39;s Famous, Inc.",63.75,$266.25M,1993,Consumer Services,Restaurants,NASDAQ
NAUH,"National American University Holdings, Inc.",2.595,$62.86M,n/a,Consumer Services,Other Consumer Services,NASDAQ
NKSH,"National Bankshares, Inc.",41.5,$288.76M,n/a,Finance,Major Banks,NASDAQ
FIZZ,National Beverage Corp.,94.73,$4.41B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ
NCMI,"National CineMedia, Inc.",7.34,$462.07M,2007,Consumer Services,Advertising,NASDAQ
NCOM,National Commerce Corporation,38.6,$500.42M,2015,Finance,Major Banks,NASDAQ
NGHC,National General Holdings Corp,21.63,$2.3B,n/a,Finance,Property-Casualty Insurers,NASDAQ
NGHCN,National General Holdings Corp,25.497,n/a,n/a,Finance,Property-Casualty Insurers,NASDAQ
NGHCO,National General Holdings Corp,25.5141,n/a,n/a,Finance,Property-Casualty Insurers,NASDAQ
NGHCP,National General Holdings Corp,25.613,$56.35M,n/a,Finance,Property-Casualty Insurers,NASDAQ
NGHCZ,National General Holdings Corp,25.422,n/a,n/a,Finance,Property-Casualty Insurers,NASDAQ
NHLD,National Holdings Corporation,2.85,$35.45M,n/a,Finance,Investment Bankers/Brokers/Service,NASDAQ
NHLDW,National Holdings Corporation,0.7399,n/a,n/a,Finance,Investment Bankers/Brokers/Service,NASDAQ
NATI,National Instruments Corporation,38.73,$5.02B,1995,Technology,Computer Software: Prepackaged Software,NASDAQ
NRCIA,National Research Corporation,24.65,$603.16M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
NRCIB,National Research Corporation,47.5,$1.16B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
NSEC,"National Security Group, Inc.",15,$37.76M,n/a,Finance,Life Insurance,NASDAQ
NWLI,"National Western Life Group, Inc.",317.01,$1.15B,n/a,Finance,Life Insurance,NASDAQ
NAII,"Natural Alternatives International, Inc.",10.5,$72.85M,n/a,Consumer Durables,Specialty Chemicals,NASDAQ
NHTC,Natural Health Trends Corp.,28.43,$322.45M,n/a,Consumer Durables,Consumer Specialties,NASDAQ
NATR,"Nature&#39;s Sunshine Products, Inc.",12.85,$242.4M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
BABY,Natus Medical Incorporated,36.325,$1.2B,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
ISM,Navient Corporation,25.11,n/a,n/a,Finance,Finance: Consumer Services,NASDAQ
JSM,Navient Corporation,24.3,n/a,n/a,Finance,Finance: Consumer Services,NASDAQ
NAVI,Navient Corporation,14.27,$4.07B,n/a,Finance,Investment Bankers/Brokers/Service,NASDAQ
NBCP,NB Capital Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,NASDAQ
NBTB,NBT Bancorp Inc.,35.81,$1.56B,n/a,Finance,Major Banks,NASDAQ
NCIT,"NCI, Inc.",19.7,$266.97M,2005,Technology,EDP Services,NASDAQ
NCSM,"NCS Multistage Holdings, Inc.",26.05,$1.13B,2017,n/a,n/a,NASDAQ
NKTR,Nektar Therapeutics,19.66,$3.05B,n/a,Health Care,Major Pharmaceuticals,NASDAQ
NEOG,Neogen Corporation,64.38,$2.45B,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
NEO,"NeoGenomics, Inc.",7.78,$616.46M,n/a,Health Care,Precision Instruments,NASDAQ
NEON,Neonode Inc.,1.23,$60.08M,n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
NEOS,"Neos Therapeutics, Inc.",8.1,$182.74M,2015,Health Care,Major Pharmaceuticals,NASDAQ
NEOT,"Neothetics, Inc.",2.04,$28.22M,1996,Health Care,Major Pharmaceuticals,NASDAQ
NVCN,Neovasc Inc.,1.5919,$125.6M,n/a,Health Care,Medical/Dental Instruments,NASDAQ
NEPT,Neptune Technologies & Bioresources Inc,1.09,$85.65M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
UEPS,"Net 1 UEPS Technologies, Inc.",9.39,$540.77M,2005,Finance,Investment Bankers/Brokers/Service,NASDAQ
NETE,"Net Element, Inc.",0.7589,$13.38M,n/a,Technology,EDP Services,NASDAQ
NTAP,"NetApp, Inc.",38.97,$10.56B,1995,Technology,Electronic Components,NASDAQ
NTES,"NetEase, Inc.",293.68,$38.55B,n/a,Miscellaneous,Business Services,NASDAQ
NFLX,"Netflix, Inc.",165.04,$71.13B,2002,Consumer Services,Consumer Electronics/Video Chains,NASDAQ
NTGR,"NETGEAR, Inc.",44.3,$1.44B,2003,Public Utilities,Telecommunications Equipment,NASDAQ
NLST,"Netlist, Inc.",1.26,$77.92M,2006,Technology,Semiconductors,NASDAQ
NTCT,"NetScout Systems, Inc.",37.25,$3.42B,1999,Technology,EDP Services,NASDAQ
NTWK,NetSol Technologies Inc.,4,$44.53M,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
