Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Exchange
CUR,"Neuralstem, Inc.",5.17,$61.52M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
NBIX,"Neurocrine Biosciences, Inc.",45.09,$3.97B,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
NDRM,NeuroDerm Ltd.,22.875,$602.49M,2014,Health Care,Major Pharmaceuticals,NASDAQ
NURO,"NeuroMetrix, Inc.",3.48,$4.41M,2004,Health Care,Medical/Dental Instruments,NASDAQ
NUROW,"NeuroMetrix, Inc.",0.131,n/a,n/a,Health Care,Medical/Dental Instruments,NASDAQ
NTRP,"Neurotrope, Inc.",6.1,$48.12M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
NBEV,New Age Beverages Corporation,6.71,$210.07M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ
NYMT,"New York Mortgage Trust, Inc.",6.27,$701.26M,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
NYMTO,"New York Mortgage Trust, Inc.",24.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
NYMTP,"New York Mortgage Trust, Inc.",24.69,n/a,n/a,Finance,Finance: Consumer Services,NASDAQ
NLNK,NewLink Genetics Corporation,11.02,$322.07M,2011,Health Care,Major Pharmaceuticals,NASDAQ
NWS,News Corporation,13.825,$8.04B,n/a,Consumer Services,Newspapers/Magazines,NASDAQ
NWSA,News Corporation,13.44,$7.82B,n/a,Consumer Services,Newspapers/Magazines,NASDAQ
NEWS,"NewStar Financial, Inc.",9.35,$393.38M,2006,Finance,Finance: Consumer Services,NASDAQ
NEWT,Newtek Business Services Corp.,16.99,$293.8M,n/a,n/a,n/a,NASDAQ
NEWTL,Newtek Business Services Corp.,25.66,n/a,n/a,n/a,n/a,NASDAQ
NEWTZ,Newtek Business Services Corp.,26.7,n/a,n/a,n/a,n/a,NASDAQ
NXEO,"Nexeo Solutions, Inc.",8.71,$777.64M,n/a,Consumer Durables,Specialty Chemicals,NASDAQ
NXEOU,"Nexeo Solutions, Inc.",9,n/a,2014,Consumer Durables,Specialty Chemicals,NASDAQ
NXEOW,"Nexeo Solutions, Inc.",0.64,n/a,n/a,Consumer Durables,Specialty Chemicals,NASDAQ
NXST,"Nexstar Media Group, Inc.",58.1,$2.74B,2003,Consumer Services,Broadcasting,NASDAQ
NVET,Nexvet Biopharma plc,6.65,$79.25M,2015,Health Care,Major Pharmaceuticals,NASDAQ
NFEC,NF Energy Saving Corporation,0.8601,$6.08M,n/a,Capital Goods,Metal Fabrications,NASDAQ
NODK,"NI Holdings, Inc.",18.5,$421.06M,2017,Finance,Property-Casualty Insurers,NASDAQ
EGOV,NIC Inc.,20.3,$1.34B,1999,Miscellaneous,Business Services,NASDAQ
NICE,NICE Ltd,80.73,$4.85B,n/a,Technology,Computer Manufacturing,NASDAQ
NICK,"Nicholas Financial, Inc.",8.8,$68.73M,n/a,Finance,Finance Companies,NASDAQ
NCBS,Nicolet Bankshares Inc.,49.68,$427.86M,n/a,Finance,Major Banks,NASDAQ
NIHD,"NII Holdings, Inc.",0.65,$65.37M,n/a,Public Utilities,Telecommunications Equipment,NASDAQ
NVLS,"Nivalis Therapeutics, Inc.",2.29,$35.85M,2015,Health Care,Major Pharmaceuticals,NASDAQ
NMIH,NMI Holdings Inc,10.6,$633.72M,2013,Finance,Property-Casualty Insurers,NASDAQ
NNBR,"NN, Inc.",29.35,$806.1M,1994,Capital Goods,Metal Fabrications,NASDAQ
NDLS,Noodles & Company,4.4,$180.78M,2013,Consumer Services,Restaurants,NASDAQ
NDSN,Nordson Corporation,116.68,$6.72B,n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
NSYS,Nortech Systems Incorporated,3.36,$9.23M,n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
NBN,Northeast Bancorp,19.8,$174.67M,n/a,Finance,Major Banks,NASDAQ
NTIC,Northern Technologies International Corporation,17,$76.92M,n/a,Capital Goods,Industrial Specialties,NASDAQ
NTRS,Northern Trust Corporation,88.73,$20.37B,n/a,Finance,Major Banks,NASDAQ
NTRSP,Northern Trust Corporation,27.35,$437.6M,n/a,Finance,Major Banks,NASDAQ
NFBK,"Northfield Bancorp, Inc.",16.64,$812.87M,n/a,Finance,Savings Institutions,NASDAQ
NRIM,Northrim BanCorp Inc,30.5,$210.78M,n/a,Finance,Savings Institutions,NASDAQ
NWBI,"Northwest Bancshares, Inc.",15.27,$1.56B,2009,Finance,Major Banks,NASDAQ
NWPX,Northwest Pipe Company,15.02,$144.26M,1995,Basic Industries,Steel/Iron Ore,NASDAQ
NCLH,Norwegian Cruise Line Holdings Ltd.,50.3,$11.46B,2013,Consumer Services,Marine Transportation,NASDAQ
NWFL,Norwood Financial Corp.,38.58,$160.66M,n/a,Finance,Major Banks,NASDAQ
NVFY,"Nova Lifestyle, Inc",1.4923,$40.24M,n/a,Consumer Durables,Home Furnishings,NASDAQ
NVMI,Nova Measuring Instruments Ltd.,27.5,$755.99M,2000,Capital Goods,Electronic Components,NASDAQ
NVDQ,Novadaq Technologies Inc,6.88,$397.68M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
NOVN,"Novan, Inc.",4.66,$74.42M,2016,Health Care,Major Pharmaceuticals,NASDAQ
NOVT,Novanta Inc.,35,$1.21B,n/a,Miscellaneous,Industrial Machinery/Components,NASDAQ
NVAX,"Novavax, Inc.",1.05,$296.74M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
NVLN,Novelion Therapeutics Inc. ,8.64,$160.34M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
NVCR,NovoCure Limited,13.775,$1.21B,2015,Health Care,Medical/Dental Instruments,NASDAQ
NVGN,Novogen Limited,0.75,$14.5M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
NVUS,"Novus Therapeutics, Inc.",5,$1.4M,2014,Health Care,Major Pharmaceuticals,NASDAQ
NUAN,"Nuance Communications, Inc.",19.18,$5.52B,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
NMRX,Numerex Corp.,4.33,$84.6M,n/a,Consumer Durables,Telecommunications Equipment,NASDAQ
NTNX,"Nutanix, Inc.",18.65,$2.67B,2016,Technology,Computer Software: Prepackaged Software,NASDAQ
NUTR,Nutraceutical International Corporation,41.725,$385.83M,1998,Consumer Durables,Specialty Chemicals,NASDAQ
NTRI,NutriSystem Inc,51.6,$1.54B,n/a,Consumer Services,Catalog/Specialty Distribution,NASDAQ
NUVA,"NuVasive, Inc.",77.45,$3.92B,2004,Health Care,Medical/Dental Instruments,NASDAQ
NVTR,Nuvectra Corporation,9.98,$103.22M,n/a,Health Care,Medical/Dental Instruments,NASDAQ
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,22.74,$831.82M,n/a,n/a,n/a,NASDAQ
NVEE,"NV5 Global, Inc.",36.8,$389.63M,2013,Consumer Services,Other Consumer Services,NASDAQ
NVEC,NVE Corporation,80.11,$387.81M,n/a,Technology,Semiconductors,NASDAQ
NVDA,NVIDIA Corporation,148,$88.06B,1999,Technology,Semiconductors,NASDAQ
NXPI,NXP Semiconductors N.V.,109.2,$36.79B,2010,Technology,Semiconductors,NASDAQ
NXTM,"NxStage Medical, Inc.",22.56,$1.48B,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
NXTD,NXT-ID Inc.,1.57,$15.03M,n/a,Consumer Services,Diversified Commercial Services,NASDAQ
NXTDW,NXT-ID Inc.,0.1699,n/a,n/a,Consumer Services,Diversified Commercial Services,NASDAQ
NYMX,Nymox Pharmaceutical Corporation,4.06,$204.83M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
OIIM,O2Micro International Limited,2,$51.8M,n/a,Technology,Semiconductors,NASDAQ
OVLY,Oak Valley Bancorp (CA),13.66,$110.42M,n/a,Finance,Major Banks,NASDAQ
OASM,Oasmia Pharmaceutical AB,1.77,$63.25M,2015,Health Care,Major Pharmaceuticals,NASDAQ
OBLN,"Obalon Therapeutics, Inc.",10.44,$175.31M,2016,Health Care,Medical/Dental Instruments,NASDAQ
OBSV,ObsEva SA,8.36,$247.72M,2017,Health Care,Major Pharmaceuticals,NASDAQ
OBCI,"Ocean Bio-Chem, Inc.",4.11,$37.62M,n/a,Consumer Durables,Specialty Chemicals,NASDAQ
OPTT,"Ocean Power Technologies, Inc.",1.44,$17.94M,2007,Public Utilities,Electric Utilities: Central,NASDAQ
ORIG,Ocean Rig UDW Inc.,0.196,$16.19M,n/a,Energy,Oil & Gas Production,NASDAQ
OCFC,OceanFirst Financial Corp.,26.65,$865.38M,n/a,Finance,Savings Institutions,NASDAQ
OCRX,"Ocera Therapeutics, Inc.",1.09,$28.9M,2011,Health Care,Major Pharmaceuticals,NASDAQ
OCLR,"Oclaro, Inc.",9.64,$1.61B,n/a,Technology,Semiconductors,NASDAQ
OFED,Oconee Federal Financial Corp.,27.99,$161.6M,2011,Finance,Savings Institutions,NASDAQ
OCUL,"Ocular Therapeutix, Inc.",11.16,$323.95M,2014,Health Care,Major Pharmaceuticals,NASDAQ
OMEX,"Odyssey Marine Exploration, Inc.",3.07,$25.75M,n/a,Consumer Services,Marine Transportation,NASDAQ
ODP,"Office Depot, Inc.",5.16,$2.67B,n/a,Consumer Services,Other Specialty Stores,NASDAQ
OFS,OFS Capital Corporation,14.19,$189.13M,n/a,n/a,n/a,NASDAQ
OHAI,OHA Investment Corporation,1.4,$28.24M,n/a,n/a,n/a,NASDAQ
OVBC,Ohio Valley Banc Corp.,34.75,$162.66M,n/a,Finance,Major Banks,NASDAQ
OHRP,"Ohr Pharmaceuticals, Inc.",0.63,$35.41M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
OKTA,"Okta, Inc.",24.6,$270.6M,2017,Technology,Computer Software: Prepackaged Software,NASDAQ
ODFL,"Old Dominion Freight Line, Inc.",91.41,$7.54B,1991,Transportation,Trucking Freight/Courier Services,NASDAQ
OLBK,"Old Line Bancshares, Inc.",27.935,$305.9M,n/a,Finance,Major Banks,NASDAQ
ONB,Old National Bancorp,16,$2.17B,n/a,Finance,Major Banks,NASDAQ
OPOF,Old Point Financial Corporation,29.52,$146.96M,n/a,Finance,Major Banks,NASDAQ
OSBC,"Old Second Bancorp, Inc.",11.8,$349.05M,n/a,Finance,Major Banks,NASDAQ
OSBCP,"Old Second Bancorp, Inc.",10.38,n/a,n/a,Finance,Major Banks,NASDAQ
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",42.9,$2.62B,2015,Consumer Services,Department/Specialty Retail Stores,NASDAQ
ZEUS,"Olympic Steel, Inc.",17.56,$192.53M,1994,Basic Industries,Metal Fabrications,NASDAQ
OFLX,"Omega Flex, Inc.",60.12,$606.72M,n/a,Capital Goods,Industrial Specialties,NASDAQ
OMER,Omeros Corporation,15.5,$681.06M,2009,Health Care,Major Pharmaceuticals,NASDAQ
OMNT,"Ominto, Inc.",5.53,$99.77M,n/a,Miscellaneous,Business Services,NASDAQ
OMCL,"Omnicell, Inc.",42.9,$1.59B,2001,Technology,Computer Manufacturing,NASDAQ
ON,ON Semiconductor Corporation,16.11,$6.78B,n/a,Technology,Semiconductors,NASDAQ
OTIV,On Track Innovations Ltd,1.34,$55.07M,n/a,Technology,Semiconductors,NASDAQ
ONS,"Oncobiologics, Inc.",1.4,$34.23M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ONSIW,"Oncobiologics, Inc.",0.22,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ONSIZ,"Oncobiologics, Inc.",0.09,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
OGXI,OncoGenex Pharmaceuticals Inc.,0.3597,$10.82M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
OMED,"OncoMed Pharmaceuticals, Inc.",3.44,$129.42M,2013,Health Care,Major Pharmaceuticals,NASDAQ
ONTX,"Onconova Therapeutics, Inc.",2,$18.98M,2013,Health Care,Major Pharmaceuticals,NASDAQ
ONTXW,"Onconova Therapeutics, Inc.",0.49,n/a,n/a,Health Care,Major Pharmaceuticals,NASDAQ
ONCS,OncoSec Medical Incorporated,1.07,$22.65M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
OHGI,"One Horizon Group, Inc.",0.6966,$4.33M,n/a,Public Utilities,Telecommunications Equipment,NASDAQ
ONVI,"Onvia, Inc.",4.5,$32.46M,2000,Miscellaneous,Business Services,NASDAQ
OTEX,Open Text Corporation,32.795,$8.66B,1996,Technology,EDP Services,NASDAQ
OPXA,"Opexa Therapeutics, Inc.",0.585,$4.48M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
OPXAW,"Opexa Therapeutics, Inc.",0.055,n/a,n/a,Health Care,Major Pharmaceuticals,NASDAQ
OPGN,"OpGen, Inc.",0.6993,$19.16M,2015,Health Care,Medical Specialities,NASDAQ
OPGNW,"OpGen, Inc.",0.1432,n/a,2015,Health Care,Medical Specialities,NASDAQ
OPHT,Ophthotech Corporation,2.49,$89.27M,2013,Health Care,Major Pharmaceuticals,NASDAQ
OPK,"Opko Health, Inc.",6.3,$3.52B,n/a,Health Care,Major Pharmaceuticals,NASDAQ
OBAS,Optibase Ltd.,8.15,$42.5M,1999,Finance,Real Estate,NASDAQ
OCC,Optical Cable Corporation,2.85,$20.99M,n/a,Basic Industries,Telecommunications Equipment,NASDAQ
OPHC,"OptimumBank Holdings, Inc.",2.46,$2.71M,n/a,Finance,Major Banks,NASDAQ
OPB,Opus Bank,22.3,$764.38M,2014,n/a,n/a,NASDAQ
ORMP,Oramed Pharmaceuticals Inc.,8.03,$106.75M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
OSUR,"OraSure Technologies, Inc.",15.61,$901.68M,n/a,Health Care,Medical/Dental Instruments,NASDAQ
ORBC,ORBCOMM Inc.,10.42,$746.78M,2006,Consumer Services,Telecommunications Equipment,NASDAQ
ORBK,Orbotech Ltd.,36.75,$1.76B,n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
ORLY,"O&#39;Reilly Automotive, Inc.",240.14,$21.85B,1993,Consumer Services,Other Specialty Stores,NASDAQ
OREX,"Orexigen Therapeutics, Inc.",3.03,$46.14M,2007,Health Care,Major Pharmaceuticals,NASDAQ
ONVO,"Organovo Holdings, Inc.",2.965,$309.58M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SEED,Origin Agritech Limited,1.45,$33.6M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
OACQ,Origo Acquisition Corporation,10.2,$33.88M,2015,Finance,Business Services,NASDAQ
OACQR,Origo Acquisition Corporation,0.181,n/a,2015,Finance,Business Services,NASDAQ
OACQU,Origo Acquisition Corporation,10.6,n/a,2014,Finance,Business Services,NASDAQ
OACQW,Origo Acquisition Corporation,0.1011,n/a,2015,Finance,Business Services,NASDAQ
OESX,"Orion Energy Systems, Inc.",1.35,$38.21M,2015,Consumer Durables,Building Products,NASDAQ
ORIT,Oritani Financial Corp.,16.675,$765.02M,n/a,Finance,Major Banks,NASDAQ
ORRF,Orrstown Financial Services Inc,22.05,$183.74M,n/a,Finance,Major Banks,NASDAQ
OFIX,Orthofix International N.V.,42.61,$768.87M,1992,Health Care,Medical/Dental Instruments,NASDAQ
OSIS,"OSI Systems, Inc.",80.34,$1.5B,1997,Technology,Semiconductors,NASDAQ
OSN,"Ossen Innovation Co., Ltd.",2.22,$14.65M,2010,Basic Industries,Steel/Iron Ore,NASDAQ
OTEL,Otelco Inc.,7.8,$26.1M,n/a,Public Utilities,Telecommunications Equipment,NASDAQ
OTG,"OTG EXP, Inc.",n/a,n/a,n/a,n/a,n/a,NASDAQ
OTIC,"Otonomy, Inc.",13,$393.34M,2014,Health Care,Major Pharmaceuticals,NASDAQ
OTTW,"Ottawa Bancorp, Inc.",13.45,$46.64M,n/a,Finance,Savings Institutions,NASDAQ
OTTR,Otter Tail Corporation,40.4,$1.6B,n/a,Public Utilities,Electric Utilities: Central,NASDAQ
OVAS,OvaScience Inc.,1.29,$46M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
OSTK,"Overstock.com, Inc.",14.55,$363.68M,2002,Consumer Services,Catalog/Specialty Distribution,NASDAQ
OVID,Ovid Therapeutics Inc.,12.4,$305.06M,2017,Health Care,Major Pharmaceuticals,NASDAQ
OXBR,Oxbridge Re Holdings Limited,5.75,$33.56M,2014,Finance,Property-Casualty Insurers,NASDAQ
OXBRW,Oxbridge Re Holdings Limited,0.46,n/a,2014,Finance,Property-Casualty Insurers,NASDAQ
OXFD,Oxford Immunotec Global PLC,14.52,$332.9M,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
OXLC,Oxford Lane Capital Corp.,10.95,$249.13M,2011,n/a,n/a,NASDAQ
OXLCN,Oxford Lane Capital Corp.,25.67,$28.75M,n/a,n/a,n/a,NASDAQ
OXLCO,Oxford Lane Capital Corp.,25.59,n/a,n/a,n/a,n/a,NASDAQ
PFIN,"P & F Industries, Inc.",6.02,$21.66M,n/a,Technology,Industrial Machinery/Components,NASDAQ
PTSI,"P.A.M. Transportation Services, Inc.",17.68,$113.26M,1986,Transportation,Trucking Freight/Courier Services,NASDAQ
PCAR,PACCAR Inc.,62.32,$21.89B,n/a,Capital Goods,Auto Manufacturing,NASDAQ
PACB,"Pacific Biosciences of California, Inc.",3.48,$325.56M,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
PCBK,Pacific Continental Corporation (Ore),23.925,$542.31M,n/a,Finance,Major Banks,NASDAQ
PEIX,"Pacific Ethanol, Inc.",5.95,$260.07M,n/a,Basic Industries,Major Chemicals,NASDAQ
PMBC,Pacific Mercantile Bancorp,7.5,$173.82M,2000,Finance,Major Banks,NASDAQ
PPBI,Pacific Premier Bancorp Inc,34.925,$1.39B,n/a,Finance,Major Banks,NASDAQ
PAAC,Pacific Special Acquisition Corp.,10.4,$73.48M,2015,Finance,Business Services,NASDAQ
PAACR,Pacific Special Acquisition Corp.,0.54,n/a,2015,Finance,Business Services,NASDAQ
PAACU,Pacific Special Acquisition Corp.,11.45,n/a,2015,Finance,Business Services,NASDAQ
PAACW,Pacific Special Acquisition Corp.,0.41,n/a,2015,Finance,Business Services,NASDAQ
PCRX,"Pacira Pharmaceuticals, Inc.",44.225,$1.77B,2011,Health Care,Major Pharmaceuticals,NASDAQ
PACW,PacWest Bancorp,45.89,$5.57B,n/a,Finance,Major Banks,NASDAQ
PTIE,"Pain Therapeutics, Inc.",3.68,$24.26M,2000,Health Care,Major Pharmaceuticals,NASDAQ
PAAS,Pan American Silver Corp.,17.52,$2.68B,n/a,Basic Industries,Precious Metals,NASDAQ
PNRA,Panera Bread Company,314.14,$7.14B,n/a,Consumer Services,Restaurants,NASDAQ
PANL,Pangaea Logistics Solutions Ltd.,3.12,$116.26M,2013,Transportation,Marine Transportation,NASDAQ
PZZA,"Papa John&#39;s International, Inc.",82.85,$3.05B,1993,Consumer Services,Restaurants,NASDAQ
FRSH,"Papa Murphy&#39;s Holdings, Inc.",4.69,$79.51M,2014,Consumer Services,Restaurants,NASDAQ
PBNC,Paragon Commercial Corporation,50.59,$276.02M,2016,Finance,Major Banks,NASDAQ
PRTK,"Paratek Pharmaceuticals, Inc. ",20.35,$559.33M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
PRXL,PAREXEL International Corporation,82.11,$4.17B,1995,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
PCYG,"Park City Group, Inc.",12.15,$235.87M,n/a,Technology,EDP Services,NASDAQ
PSTB,Park Sterling Corporation,11.73,$624.04M,2010,Finance,Major Banks,NASDAQ
PKBK,"Parke Bancorp, Inc.",21,$159.12M,n/a,Finance,Major Banks,NASDAQ
PRKR,"ParkerVision, Inc.",2.17,$38.4M,1993,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
PKOH,Park-Ohio Holdings Corp.,37.25,$467.79M,n/a,Capital Goods,Industrial Specialties,NASDAQ
PTNR,Partner Communications Company Ltd.,5.3272,$836.41M,n/a,Public Utilities,Telecommunications Equipment,NASDAQ
PBHC,"Pathfinder Bancorp, Inc.",15.3631,$65.49M,n/a,Finance,Major Banks,NASDAQ
PATK,"Patrick Industries, Inc.",70.2,$1.18B,n/a,Basic Industries,Forest Products,NASDAQ
PNBK,Patriot National Bancorp Inc.,16.275,$63.38M,n/a,Finance,Major Banks,NASDAQ
PATI,"Patriot Transportation Holding, Inc.",18.25,$60.29M,n/a,Transportation,Trucking Freight/Courier Services,NASDAQ
PEGI,Pattern Energy Group Inc.,22.89,$2.01B,2013,Public Utilities,Electric Utilities: Central,NASDAQ
PDCO,"Patterson Companies, Inc.",46.42,$4.51B,1992,Health Care,Medical Specialities,NASDAQ
PTEN,"Patterson-UTI Energy, Inc.",21.42,$4.54B,1993,Energy,Oil & Gas Production,NASDAQ
PAVM,PAVmed Inc.,4.67,$62.26M,2016,Health Care,Medical/Dental Instruments,NASDAQ
PAVMW,PAVmed Inc.,2.39,n/a,2016,Health Care,Medical/Dental Instruments,NASDAQ
PAYX,"Paychex, Inc.",59.61,$21.41B,1983,Consumer Services,Diversified Commercial Services,NASDAQ
PCTY,Paylocity Holding Corporation,49.185,$2.53B,2014,Technology,Computer Software: Prepackaged Software,NASDAQ
PYDS,"Payment Data Systems, Inc.",1.37,$16.21M,n/a,Finance,Investment Bankers/Brokers/Service,NASDAQ
PYPL,"PayPal Holdings, Inc.",53.81,$64.64B,n/a,Miscellaneous,Business Services,NASDAQ
PBBI,"PB Bancorp, Inc.",10.3,$80.66M,n/a,Finance,Savings Institutions,NASDAQ
CNXN,"PC Connection, Inc.",26.53,$709.97M,n/a,Consumer Services,Catalog/Specialty Distribution,NASDAQ
PCMI,"PCM, Inc.",20.1,$251.98M,n/a,Consumer Services,Catalog/Specialty Distribution,NASDAQ
PCSB,PCSB Financial Corporation,17.04,$309.53M,2017,Finance,Banks,NASDAQ
PCTI,"PC-Tel, Inc.",6.58,$116.66M,1999,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
PDCE,"PDC Energy, Inc.",47.43,$3.12B,n/a,Energy,Oil & Gas Production,NASDAQ
PDFS,"PDF Solutions, Inc.",16.555,$532.12M,2001,Technology,EDP Services,NASDAQ
PDLI,"PDL BioPharma, Inc.",2.445,$393.61M,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
PDVW,"pdvWireless, Inc.",24.45,$350.68M,2015,Public Utilities,Telecommunications Equipment,NASDAQ
SKIS,"Peak Resorts, Inc.",4.475,$62.57M,2014,Consumer Services,Hotels/Resorts,NASDAQ
PGC,Peapack-Gladstone Financial Corporation,30.04,$528.23M,n/a,Finance,Commercial Banks,NASDAQ
PEGA,Pegasystems Inc.,59.1,$4.56B,1996,Technology,EDP Services,NASDAQ
PCO,Pendrell Corporation,6.11,$150.65M,n/a,Miscellaneous,Multi-Sector Companies,NASDAQ
PENN,"Penn National Gaming, Inc.",19.4,$1.77B,1994,Consumer Services,Hotels/Resorts,NASDAQ
PVAC,Penn Virginia Corporation,44.01,$659.8M,n/a,Energy,Oil & Gas Production,NASDAQ
PFLT,PennantPark Floating Rate Capital Ltd.,14.12,$458.62M,n/a,n/a,n/a,NASDAQ
PNNT,PennantPark Investment Corporation,7.65,$543.62M,2007,n/a,n/a,NASDAQ
PWOD,"Penns Woods Bancorp, Inc.",40.3,$190.83M,n/a,Finance,Major Banks,NASDAQ
PTXP,"PennTex Midstream Partners, LP",19.95,$812.25M,2015,Public Utilities,Natural Gas Distribution,NASDAQ
PEBO,Peoples Bancorp Inc.,31.42,$574.07M,n/a,Finance,Major Banks,NASDAQ
PEBK,"Peoples Bancorp of North Carolina, Inc.",27.8,$151.17M,n/a,Finance,Major Banks,NASDAQ
PFBX,Peoples Financial Corporation,13,$66.6M,n/a,Finance,Major Banks,NASDAQ
PFIS,Peoples Financial Services Corp. ,41.68,$308.27M,n/a,Finance,Major Banks,NASDAQ
PBCT,"People&#39;s United Financial, Inc.",16.82,$5.79B,n/a,Finance,Savings Institutions,NASDAQ
PBCTP,"People&#39;s United Financial, Inc.",27.7,n/a,n/a,Finance,Savings Institutions,NASDAQ
PUB,People&#39;s Utah Bancorp,26.65,$477.79M,2015,Finance,Major Banks,NASDAQ
PRCP,"Perceptron, Inc.",7.495,$70.6M,1992,Capital Goods,Electronic Components,NASDAQ
PPHM,Peregrine Pharmaceuticals Inc.,0.6102,$181.66M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
PPHMP,Peregrine Pharmaceuticals Inc.,22.6347,$15.84M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
PRFT,"Perficient, Inc.",17.28,$609.08M,1999,Technology,EDP Services,NASDAQ
PFMT,Performant Financial Corporation,2.28,$115.14M,2012,Consumer Services,Other Consumer Services,NASDAQ
PERF,"Perfumania Holdings, Inc",1.3999,$21.69M,n/a,Consumer Services,Other Specialty Stores,NASDAQ
PERI,Perion Network Ltd,1.85,$143.47M,n/a,Technology,EDP Services,NASDAQ
PESI,"Perma-Fix Environmental Services, Inc.",3.56,$41.65M,n/a,Basic Industries,Environmental Services,NASDAQ
PPIH,"Perma-Pipe International Holdings, Inc.",7.9,$60.17M,n/a,Capital Goods,Pollution Control Equipment,NASDAQ
PTX,"Pernix Therapeutics Holdings, Inc.",4.1,$41.06M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
PERY,Perry Ellis International Inc.,18.8,$295.8M,1993,Consumer Non-Durables,Apparel,NASDAQ
PGLC,Pershing Gold Corporation,2.88,$81.83M,n/a,Basic Industries,Precious Metals,NASDAQ
PETS,"PetMed Express, Inc.",35.56,$729.89M,n/a,Health Care,Medical/Nursing Services,NASDAQ
PFSW,"PFSweb, Inc.",7.54,$141.97M,1999,Miscellaneous,Business Services,NASDAQ
